"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:FAS(4.0.0)","BEN.FA26N.PHTADLT_NUM.A","OBS_VALUE","Benin","Number of commercial bank branches","Per 100,000 adults","Annual","Units","3.082950210706434","3.072415816660072","3.143960980465743","3.240366366729586","3.421257047595128","3.39301009759805","3.15898929892375","3.063652051958971","3.70018539441913","3.215337131433643","3.261595067536374","2.800131392712526","2.631737980267813","2.519785044590731"
"IMF.STA:FAS(4.0.0)","GMB.FA26N.PHTADLT_NUM.A","OBS_VALUE","Gambia, The","Number of commercial bank branches","Per 100,000 adults","Annual","Units","6.602660057976782","6.5649076798916","6.611245219561149","6.570167333949287","6.689357391660283","6.567398506650843","6.524394862376515","6.261727086265484","6.07972355638378","5.898426354717644","5.85195096065095","5.803995212348838","5.691092502141977","5.639275553194741"
"IMF.STA:FAS(4.0.0)","GNB.FA26N.PHTADLT_NUM.A","OBS_VALUE","Guinea-Bissau","Number of commercial bank branches","Per 100,000 adults","Annual","Units","2.29165825482585","2.436967310732404","2.674201056720833","2.595906255834549","3.198331440179572","3.104771940388379","3.013847258220953","2.925166269109978","3.613403662786846","3.508619508592776","3.408036962595171","3.308300526019784","3.286662722671399","4.007311116503666"
"IMF.STA:FAS(4.0.0)","ZAF.FA26N.PHTADLT_NUM.A","OBS_VALUE","South Africa","Number of commercial bank branches","Per 100,000 adults","Annual","Units","9.975928911535901","9.66046928645483","9.789071036906003","10.49619002390978","10.03788230880539","9.824668651353699","10.15832474713027","9.844982322545553","9.226943971406186","8.805490536619667","8.893403584870278","8.476996225996023","8.083727296433469","7.978546247743452"
"IMF.STA:FAS(4.0.0)","BDI.FA26N.PHTADLT_NUM.A","OBS_VALUE","Burundi","Number of commercial bank branches","Per 100,000 adults","Annual","Units","2.355381906333057","2.560941255666083","3.036799078802095","2.971649598974159","3.059636067400193","3.131177268197585","3.072126347206711","2.970036048812542","2.913486046493968","3.003367806317741","3.086218563114323","3.238417584079328","",""
"IMF.STA:FAS(4.0.0)","DZA.FA26N.PHTADLT_NUM.A","OBS_VALUE","Algeria","Number of commercial bank branches","Per 100,000 adults","Annual","Units","5.152014332918829","5.192504478305437","5.190305031403517","5.194557788545011","5.243422638669161","5.243109443069276","5.207979514869689","5.275500696352582","5.288144605846077","5.246495665928371","5.251863732504729","4.947280934972507","4.93444619461131","4.908634702348792"
"IMF.STA:FAS(4.0.0)","ZAF.FA26N.PTKM2_NUM.A","OBS_VALUE","South Africa","Number of commercial bank branches","Per 1,000 square km","Annual","Units","3.088806271587434","3.045116190884436","3.146510151761205","3.439151258356758","3.364960555276196","3.323743498009216","3.462232810426267","3.431732188048702","3.289121169904953","3.209160078807013","3.308905357393104","3.211633102243032","3.113536505947621","3.120131235110338"
"IMF.STA:FAS(4.0.0)","CMR.FA26N.PHTADLT_NUM.A","OBS_VALUE","Cameroon","Number of commercial bank branches","Per 100,000 adults","Annual","Units","1.789549504597432","1.891784151859479","2.019059925698595","2.03288031849312","2.102199186309799","2.073599455743773","1.94073757913412","2.244948759397546","2.198052019194951","2.197933835949671","","","",""
"IMF.STA:FAS(4.0.0)","BWA.FA26N.PHTADLT_NUM.A","OBS_VALUE","Botswana","Number of commercial bank branches","Per 100,000 adults","Annual","Units","8.479519766783967","8.572220961601493","8.823939632867183","9.055160669436095","8.43448376465578","8.702693551644027","8.080381767987531","9.043576275684903","9.18902663146991","8.878399923431672","7.412344394816053","8.309073265405143","8.811674277651093","7.948075689057253"
"IMF.STA:FAS(4.0.0)","COD.FA26N.PHTADLT_NUM.A","OBS_VALUE","Congo, Democratic Republic of the","Number of commercial bank branches","Per 100,000 adults","Annual","Units","0.5722672097996396","0.6466008898440621","0.6054746037095476","0.741228248255753","0.9618991077963088","0.7840166317236033","0.8096738303159347","0.8246991571328435","0.6293274226476936","","","","",""
"IMF.STA:FAS(4.0.0)","ZAF.FA63.NUM.A","OBS_VALUE","South Africa","Active mobile money accounts","Number","Annual","Units","","","245410","931562","354108","","","","","2203802","4619106","7883379","3361145","3442712"
"IMF.STA:FAS(4.0.0)","DJI.FA26N.PHTADLT_NUM.A","OBS_VALUE","Djibouti","Number of commercial bank branches","Per 100,000 adults","Annual","Units","4.608006740855575","4.812473932432866","4.535310520200117","5.030480136463207","5.645831073762783","5.502381952187197","6.77390128732349","7.291778451006128","8.725464664552867","7.869007259159197","8.212582703274254","9.174288866937622","9.48316737790422","8.214494959561733"
"IMF.STA:FAS(4.0.0)","CIV.FA26N.PHTADLT_NUM.A","OBS_VALUE","Côte d'Ivoire","Number of commercial bank branches","Per 100,000 adults","Annual","Units","3.935632387078421","4.118516635201646","4.05096474700281","4.219557946450856","4.497325188421472","4.625113525513808","4.767296192242323","4.651116350076889","4.622580160734243","4.52187321588625","4.40774348654138","3.902630056838536","3.781092657096204","4.199705586339274"
"IMF.STA:FAS(4.0.0)","CIV.FA66.NUM.A","OBS_VALUE","Côte d'Ivoire","Mobile money transactions (during the reference year)","Number","Annual","Units","","","","","232468324","278545141","380884572","569437702","642068886","687156651","1114444303","1252871481","1913243270","2549268326"
"IMF.STA:FAS(4.0.0)","CIV.FA26N.PTKM2_NUM.A","OBS_VALUE","Côte d'Ivoire","Number of commercial bank branches","Per 1,000 square km","Annual","Units","1.613207547169811","1.742138364779874","1.764150943396226","1.886792452830189","2.062893081761006","2.179245283018868","2.308176100628931","2.314465408805031","2.364779874213836","2.377358490566038","2.383647798742138","2.176100628930818","2.176100628930818","2.493710691823899"
"IMF.STA:FAS(4.0.0)","CIV.FA57.NUM.A","OBS_VALUE","Côte d'Ivoire","Registered mobile money agent outlets","Number","Annual","Units","","","","","33831","40149","98323","147583","234231","286019","339476","419204","403703","424562"
"IMF.STA:FAS(4.0.0)","CIV.FA63.NUM.A","OBS_VALUE","Côte d'Ivoire","Active mobile money accounts","Number","Annual","Units","","","","","4229071","4881158","7022547","8088108","12249993","14800306","20813673","20932911","20708512","26370627"
